seed,src,dst,target_regime,d_beh,d_cost,signed_cost,floor,steps_to_reach,censored,positive_transfer
0,normal_h8,wind_h8,wind,0.021304871886968613,0.051182644707815916,-4.550856463965915,0.04857998816739945,20,False,True
0,normal_h8,damped_h8,damped,0.04615964740514755,2.7102282189187554,2.124297371400255,0.013536909967660904,180,False,False
0,normal_h8,blur_h8,blur,0.020778993144631386,0.0,-3.5915543224130344,0.05174575192587716,0,False,True
0,normal_h16,wind_h8,wind,0.020850080996751785,0.029884128343491273,-4.832182041236333,0.034319397381373816,0,False,True
0,normal_h16,damped_h8,damped,0.04564424231648445,1.5936909807579858,1.0425691719033887,0.0078104018278065184,120,False,False
0,normal_h16,blur_h8,blur,0.027375780045986176,0.1908874469144002,-1.0902420495237628,0.03269255402542296,40,False,True
0,compressed_h2,wind_h8,wind,0.036554004997015,0.0,-5.011657084737506,0.0903697152932485,0,False,True
0,compressed_h2,damped_h8,damped,0.06362515687942505,6.373799346742176,6.373799346742176,0.055990893358276006,400,True,False
0,compressed_h2,blur_h8,blur,0.03587858006358147,0.0,-6.255408846196675,0.08997243898255484,0,False,True
0,wind_h8,normal_h8,normal,0.021304871886968613,0.03317261026019147,-3.3775590927827923,0.045267599395343236,0,False,True
0,wind_h8,normal_h16,normal,0.020850080996751785,0.03317261026019147,-3.423205331677482,0.045267599395343236,0,False,True
0,wind_h8,compressed_h2,normal,0.036554004997015,0.03317261026019147,-3.4287130591415225,0.045267599395343236,0,False,True
0,wind_h8,damped_h8,damped,0.037065304815769196,2.0275677832819166,1.0755264790994779,0.013536909967660904,140,False,False
0,wind_h8,blur_h8,blur,0.032610516995191574,0.0,-4.3808610637982675,0.05174575192587716,0,False,True
0,wind_h8,velocity_aux_h8,normal,0.01945761777460575,0.03317261026019147,-3.4282152127651946,0.045267599395343236,0,False,True
0,damped_h8,normal_h8,normal,0.04615964740514755,3.102944828215099,2.802886801106588,0.045267599395343236,220,False,False
0,damped_h8,normal_h16,normal,0.04564424231648445,3.0975794394810987,2.7929427893388827,0.045267599395343236,220,False,False
0,damped_h8,compressed_h2,normal,0.06362515687942505,3.1193502488590417,2.8078388898145574,0.045267599395343236,240,False,False
0,damped_h8,wind_h8,wind,0.037065304815769196,1.8448367246559685,0.062466693775994675,0.04857998816739945,140,False,False
0,damped_h8,blur_h8,blur,0.05208376795053482,1.3585200465860827,0.3070730794043782,0.05174575192587716,120,False,False
0,damped_h8,velocity_aux_h8,normal,0.03854960948228836,3.089502341690517,2.780867150851658,0.045267599395343236,220,False,False
0,blur_h8,normal_h8,normal,0.020778993144631386,0.5589624189195177,-0.41677819547199113,0.045267599395343236,100,False,True
0,blur_h8,normal_h16,normal,0.027375780045986176,0.5549501322564624,-0.45623166788192027,0.045267599395343236,100,False,True
0,blur_h8,compressed_h2,normal,0.03587858006358147,0.5629623220080419,-0.3956602414449061,0.045267599395343236,100,False,True
0,blur_h8,wind_h8,wind,0.032610516995191574,0.5058259907222931,-2.4024876725106012,0.04857998816739945,60,False,True
0,blur_h8,damped_h8,damped,0.05208376795053482,4.1461067064887,3.94167077009167,0.013536909967660904,260,False,False
0,blur_h8,velocity_aux_h8,normal,0.027013568207621574,0.5611310629617601,-0.4247954530375347,0.045267599395343236,100,False,True
0,velocity_aux_h8,wind_h8,wind,0.01945761777460575,0.0,-5.693422953287761,0.04776452410788763,0,False,True
0,velocity_aux_h8,damped_h8,damped,0.03854960948228836,2.1865302006758403,1.8942833975667055,0.011086470624875455,200,False,False
0,velocity_aux_h8,blur_h8,blur,0.027013568207621574,0.18839616292998934,-1.0214078880491695,0.042162688502243584,40,False,True
