seed,src,dst,target_regime,d_beh,d_cost,signed_cost,floor,ref_train_steps,steps_to_reach,censored,positive_transfer
5,normal_h8,wind_h8,wind,0.025855956599116325,0.0,-25.9562177173202,0.06579702733054994,910,0,False,True
5,normal_h8,damped_h8,damped,0.0387103296816349,4.492048912400762,4.492048912400762,0.007817155028146412,1400,800,True,False
5,normal_h8,blur_h8,blur,0.02826116792857647,2.3016774044150385,0.9863633844587517,0.03892734864401439,1400,380,False,False
5,normal_h16,wind_h8,wind,0.036549802869558334,0.0,-25.036971964296846,0.04776925075621832,1400,0,False,True
5,normal_h16,damped_h8,damped,0.03303694352507591,0.9331143798217886,0.15851529016499458,0.004805447705208309,1400,220,False,False
5,normal_h16,blur_h8,blur,0.03223975747823715,0.942664524629002,-1.9883073263225115,0.020820320787883942,1400,180,False,True
5,compressed_h2,wind_h8,wind,0.045944832265377045,0.0,-23.37900186625738,0.09827522474621969,1400,0,False,True
5,compressed_h2,damped_h8,damped,0.08952464908361435,24.213166212751748,24.213166212751748,0.018895273265384493,1400,800,True,False
5,compressed_h2,blur_h8,blur,0.06372420489788055,2.319557987508322,-0.7603189273486016,0.07030171628982301,1400,260,False,True
5,wind_h8,normal_h8,normal,0.025855956599116325,7.577479317547782,7.546111863756936,0.027728247831738183,1400,680,False,False
5,wind_h8,normal_h16,normal,0.036549802869558334,7.527649195894362,7.493932398065688,0.027728247831738183,1400,680,False,False
5,wind_h8,compressed_h2,normal,0.045944832265377045,7.5097904621608675,7.47114189513146,0.027728247831738183,1400,660,False,False
5,wind_h8,damped_h8,damped,0.06370529532432556,4.468461872093259,4.4049582837356445,0.007817155028146412,1400,580,False,False
5,wind_h8,blur_h8,blur,0.04133996367454529,1.1288581495247185,-3.433198692070115,0.03892734864401439,1400,160,False,True
5,wind_h8,velocity_aux_h8,normal,0.025053292512893677,7.476047334689942,7.435909378150153,0.027728247831738183,1400,660,False,False
5,damped_h8,normal_h8,normal,0.0387103296816349,14.70765771515786,14.70765771515786,0.027728247831738183,1400,800,True,False
5,damped_h8,normal_h16,normal,0.03303694352507591,14.751801790699131,14.751801790699131,0.027728247831738183,1400,800,True,False
5,damped_h8,compressed_h2,normal,0.08952464908361435,14.822272898658877,14.822272898658877,0.027728247831738183,1400,800,True,False
5,damped_h8,wind_h8,wind,0.06370529532432556,0.3686636109200733,-22.25062005198191,0.06579702733054994,910,20,False,True
5,damped_h8,blur_h8,blur,0.059965088963508606,4.494501570860543,2.752778754111319,0.03892734864401439,1400,360,False,False
5,damped_h8,velocity_aux_h8,normal,0.06182584911584854,14.70966530319244,14.70966530319244,0.027728247831738183,1400,800,True,False
5,blur_h8,normal_h8,normal,0.02826116792857647,2.25320839692676,1.853124699895345,0.027728247831738183,1400,400,False,False
5,blur_h8,normal_h16,normal,0.03223975747823715,2.2489355357866443,1.8462416080255366,0.027728247831738183,1400,400,False,False
5,blur_h8,compressed_h2,normal,0.06372420489788055,2.1970573370418864,1.7692496171073326,0.027728247831738183,1400,380,False,False
5,blur_h8,wind_h8,wind,0.04133996367454529,0.0,-31.638007617185984,0.06579702733054994,910,0,False,True
5,blur_h8,damped_h8,damped,0.059965088963508606,3.9135778785816266,3.4005556020826577,0.007817155028146412,1400,380,False,False
5,blur_h8,velocity_aux_h8,normal,0.034886714071035385,2.1989273731670687,1.775742687403211,0.027728247831738183,1400,380,False,False
5,velocity_aux_h8,wind_h8,wind,0.025053292512893677,0.0,-22.995758465358183,0.06140678042457217,700,0,False,True
5,velocity_aux_h8,damped_h8,damped,0.06182584911584854,3.9581755122968127,3.779755090082448,0.008670185624607026,1400,480,False,False
5,velocity_aux_h8,blur_h8,blur,0.034886714071035385,0.4181033978386534,-3.416492647121821,0.04078795777426825,1400,80,False,True
